person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,prev_default_flag,high_lpi_low_grade,default,pd_hat,risk_band,exposure,expected_loss
29,96000,3.0,6400,11.49,0.07,8,0,0,0,0.04763093666873883,Low,6400,137.17709760596782
25,54503,9.0,6300,7.51,0.12,2,0,0,0,0.037194346523527246,Low,6300,105.44597239419974
31,42000,1.0,20000,13.57,0.48,6,0,0,1,0.7576884114523287,High,20000,6819.195703070958
22,60000,7.0,10950,11.11,0.18,3,0,0,0,0.05945993411103966,Medium,10950,292.98882533214794
35,52000,2.0,9000,10.99,0.17,9,0,0,0,0.09075453728576595,Medium,9000,367.55587600735214
24,98004,5.0,2500,8.49,0.03,3,0,0,1,0.03335418754473336,Low,2500,37.52346098782503
23,55000,8.0,4000,10.99,0.07,2,0,0,0,0.09171902529331835,Medium,4000,165.09424552797304
21,68100,5.0,17500,17.19,0.26,4,0,0,1,0.5728880431165367,High,17500,4511.493339542727
27,48000,3.0,24000,9.91,0.5,9,0,0,0,0.5932004140935516,High,24000,6406.564472210357
27,60500,6.0,2400,12.69,0.04,8,0,0,0,0.0870258690073398,Medium,2400,93.98793852792699
23,75000,3.0,4900,7.74,0.07,4,0,0,0,0.032985783095416825,Low,4900,72.73365172539411
24,47000,7.0,6000,8.9,0.13,3,0,0,0,0.05699656133297985,Medium,6000,153.89071559904562
22,55000,6.0,6000,6.62,0.11,2,0,0,0,0.03436837347614373,Low,6000,92.79460838558808
37,900000,5.0,25000,12.87,0.03,13,1,0,0,0.0971319620340488,Medium,25000,1092.734572883049
25,34000,9.0,2000,7.66,0.06,4,0,0,1,0.12147224925794442,Medium,2000,109.32502433214998
30,108000,1.0,8000,14.96,0.07,7,1,0,1,0.4151425693117586,High,8000,1494.5132495223309
21,29760,1.0,8500,10.62,0.29,2,0,0,0,0.18354515398487062,High,8500,702.0602139921301
24,64000,8.0,4000,10.0,0.06,2,0,0,0,0.05811207639913192,Medium,4000,104.60173751843746
33,84000,17.0,20000,5.99,0.24,8,0,0,0,0.030952712089167382,Low,20000,278.5744088025064
43,28000,4.0,6250,10.99,0.22,13,1,0,1,0.2367231826289701,High,6250,665.7839511439785
22,39300,5.0,5325,14.59,0.14,3,1,0,0,0.5231786975069548,High,5325,1253.6669539010404
33,130000,7.0,2400,5.42,0.02,7,0,0,0,0.02174503588254929,Low,2400,23.484638753153234
26,45000,6.0,5000,6.99,0.11,2,0,0,0,0.035724891740384145,Low,5000,80.38100641586433
23,46800,4.0,5000,6.99,0.11,2,0,0,0,0.03877304251326658,Low,5000,87.23934565484981
22,36000,3.0,9600,17.27,0.27,4,1,0,1,0.5607545382690517,High,9600,2422.4596053223036
40,36100,9.0,15250,12.53,0.42,16,0,0,1,0.6418683104924725,High,15250,4404.821280754592
22,78000,4.0,5600,10.99,0.07,2,0,0,0,0.08776277821175263,Medium,5600,221.16220109361663
28,145000,9.0,25000,10.99,0.17,9,0,0,0,0.05370435174411926,Medium,25000,604.1739571213417
21,35000,6.0,5000,14.79,0.14,2,0,0,1,0.31251621783584993,High,5000,703.1614901306623
30,72000,3.0,9000,14.22,0.13,6,1,0,0,0.19813439628730264,High,9000,802.4443049635757
36,117000,3.0,20400,13.06,0.17,11,0,0,0,0.06649894873734748,Medium,20400,610.4603494088499
34,25000,0.0,5325,10.99,0.21,7,0,0,0,0.14646655668013706,Medium,5325,350.97048644477843
30,85000,14.0,6000,5.42,0.07,8,0,0,0,0.02725367905614818,Low,6000,73.58493345160008
39,55000,8.0,10000,5.42,0.18,16,0,0,0,0.02860693599301462,Low,10000,128.7312119685658
27,38000,3.0,4500,9.99,0.12,7,0,0,0,0.08298589289019843,Medium,4500,168.04643310265183
39,708000,14.0,25000,12.18,0.04,12,0,0,0,0.059692910766077564,Medium,25000,671.5452461183727
25,115000,4.0,20000,6.91,0.17,4,0,0,0,0.023464806725752466,Low,20000,211.18326053177222
26,36000,3.0,5400,7.51,0.15,4,0,0,0,0.04762735765901746,Low,5400,115.73447911141244
22,51000,6.0,5650,9.91,0.11,4,0,0,0,0.06851353257420821,Medium,5650,174.19565656992438
24,41500,8.0,8500,7.14,0.2,4,0,0,0,0.04370459069351947,Low,8500,167.17005940271198
32,80000,6.0,1500,10.74,0.02,10,0,0,0,0.041137397956158325,Low,1500,27.76774362040687
28,75000,6.0,8000,7.9,0.11,6,0,0,0,0.04402802566880684,Low,8000,158.50089240770464
22,85000,7.0,11700,8.59,0.14,3,0,0,0,0.036298523498530626,Low,11700,191.11172621976377
38,66690,12.0,20000,14.59,0.3,14,0,0,0,0.4052303588776922,High,20000,3647.07322989923
24,45204,0.0,12000,7.51,0.27,4,0,0,0,0.04811680237987083,Low,12000,259.83073285130246
22,24000,3.0,3000,10.99,0.13,4,0,0,0,0.13746014340857146,Medium,3000,185.57119360157148
24,44208,2.0,7000,7.51,0.16,3,0,0,0,0.07615260825181569,Medium,7000,239.8807159932194
27,150792,11.0,6000,11.71,0.04,9,0,0,0,0.04357064454176025,Low,6000,117.64074026275267
30,30000,11.0,1000,10.99,0.03,10,0,0,1,0.16864457157786902,High,1000,75.89005721004106
25,85000,9.0,24000,10.99,0.28,4,0,0,0,0.07992811371649848,Medium,24000,863.2236281381836
29,25000,5.0,7475,8.49,0.3,6,0,0,0,0.11369007986689593,Medium,7475,382.4250061522712
26,59000,7.0,6000,16.49,0.1,2,0,0,1,0.618109915987704,High,6000,1668.896773166801
23,48000,0.0,10000,9.25,0.21,3,0,0,0,0.05742202088143811,Medium,10000,258.39909396647147
29,89520,13.0,8000,13.23,0.09,5,1,0,0,0.0738546821931589,Medium,8000,265.87685589537205
23,56400,4.0,4000,11.49,0.07,4,0,0,0,0.10024401459447245,Medium,4000,180.4392262700504
26,84000,6.0,2150,13.47,0.03,2,0,0,0,0.06697339165643282,Medium,2150,64.79675642759875
24,79000,3.0,7000,12.54,0.09,3,0,0,0,0.08776277821175263,Medium,7000,276.45275136702077
30,62000,4.0,8000,10.99,0.13,10,0,0,0,0.07354269022532123,Medium,8000,264.7536848111564
23,80800,6.0,12000,8.9,0.15,3,0,0,0,0.03727964540316308,Low,12000,201.31008517708062
25,30000,3.0,8500,13.98,0.28,4,1,0,0,0.2515962701845305,High,8500,962.3557334558292
28,37090,2.0,3000,11.12,0.08,5,0,0,0,0.12018089278902036,Medium,3000,162.24420526517747
22,71400,3.0,5000,12.99,0.07,4,1,0,0,0.1147014221281093,Medium,5000,258.0781997882459
26,65000,7.0,6000,16.49,0.09,2,1,0,0,0.41372583404793667,High,6000,1117.059751929429
24,57996,8.0,2000,15.37,0.03,4,0,0,1,0.42869788670043524,High,2000,385.8280980303917
25,365000,7.0,35000,10.65,0.1,2,0,0,0,0.040291742486167216,Low,35000,634.5949441571337
23,44500,4.0,9250,9.62,0.21,3,0,0,0,0.05649222041305091,Medium,9250,235.1488674693244
29,120000,1.0,5000,9.91,0.04,7,0,0,0,0.03148049967710192,Low,5000,70.83112427347932
31,17676,1.0,2500,14.74,0.14,7,1,0,0,0.5040844948757083,High,2500,567.0950567351717
23,30000,0.0,6300,14.35,0.21,4,0,0,0,0.3884734788844242,High,6300,1101.3223126373425
28,54400,1.0,8000,15.65,0.13,10,0,0,1,0.7423029572325905,High,8000,2672.290646037326
29,75996,3.0,8000,10.74,0.11,10,0,0,0,0.05924536684352454,Medium,8000,213.28332063668836
37,74000,0.0,8000,16.89,0.11,15,0,0,1,0.8255202449046511,High,8000,2971.872881656744
33,98000,2.0,20000,6.91,0.2,7,0,0,0,0.0264378638073405,Low,20000,237.9407742660645
25,53000,9.0,10800,7.51,0.2,2,0,0,0,0.03867323712413569,Low,10800,187.95193242329944
23,150000,4.0,25000,10.36,0.17,3,0,0,0,0.03716313984173753,Low,25000,418.0853232195472
23,86400,0.0,16000,11.86,0.19,3,0,0,0,0.05736388076849096,Medium,16000,413.0199415331349
27,66240,7.0,5000,5.79,0.08,9,0,0,0,0.03295012449297712,Low,5000,74.13778010919852
37,84000,11.0,8225,12.99,0.1,11,1,0,0,0.07992319874999305,Medium,8225,295.8157393734118
44,57600,12.0,7000,7.4,0.12,11,0,0,0,0.034273787678924,Low,7000,107.96243118861061
22,38400,6.0,3600,12.69,0.09,3,0,0,0,0.1254743130462695,Medium,3600,203.26838713495658
27,80500,2.0,8000,8.49,0.1,9,0,0,0,0.03646055225152788,Low,8000,131.25798810550037
27,31200,0.0,6000,13.49,0.19,7,1,0,0,0.22585474969057923,High,6000,609.807824164564
43,69996,18.0,19200,10.99,0.27,11,0,0,0,0.07477759353225068,Medium,19200,646.0784081186458
32,65000,3.0,12000,13.35,0.18,9,1,0,0,0.1077507698436945,Medium,12000,581.8541571559502
24,64000,4.0,2500,11.14,0.04,3,0,0,1,0.07499781573598656,Medium,2500,84.37254270298487
29,76000,9.0,4400,16.29,0.06,10,1,0,1,0.41345126492476286,High,4400,818.6335045510305
33,32400,6.0,2500,15.33,0.08,10,1,0,1,0.5233099423862962,High,2500,588.7236851845834
27,100000,2.0,16000,6.54,0.16,5,0,0,0,0.022824335545151658,Low,16000,164.33521592509194
28,25000,2.0,3000,13.22,0.12,8,1,0,0,0.168915257824947,High,3000,228.03559806367846
24,22000,3.0,4000,13.92,0.18,3,0,0,0,0.18298586210320775,High,4000,329.374551785774
29,68000,1.0,10000,10.65,0.15,5,0,0,0,0.06268163303854675,Medium,10000,282.0673486734604
23,90000,2.0,5000,5.42,0.06,4,0,0,0,0.023363274449647448,Low,5000,52.56736751170676
34,33666,4.0,8000,17.49,0.24,5,1,0,1,0.5932202241235475,High,8000,2135.592806844771
34,53500,0.0,3200,6.76,0.06,10,0,0,0,0.03607294325236347,Low,3200,51.94503828340339
23,287000,3.0,24250,12.53,0.08,3,0,0,0,0.0541642056306287,Medium,24250,591.0668939442357
26,50000,10.0,14400,7.49,0.29,4,0,0,0,0.050949878140043196,Medium,14400,330.1552103474799
27,57240,4.0,15000,11.99,0.26,10,0,0,0,0.11065253287465886,Medium,15000,746.9045969039473
24,47211,8.0,10000,11.83,0.21,3,0,0,0,0.09662987870805016,Medium,10000,434.83445418622574
39,52273,3.0,5000,10.99,0.1,17,0,0,0,0.08688936830360929,Medium,5000,195.5010786831209
30,66000,4.0,12000,7.51,0.18,9,0,0,0,0.03442532406679401,Low,12000,185.89674996068766
22,100000,3.0,12000,11.11,0.12,4,0,0,0,0.045199434143536894,Low,12000,244.07694437509923
36,42000,21.0,1000,7.51,0.02,14,0,0,1,0.15161137095145505,High,1000,68.22511692815478
27,90000,1.0,7500,7.51,0.08,6,0,0,0,0.024530458392780875,Low,7500,82.79029707563546
26,95459,10.0,4400,13.8,0.05,4,0,0,0,0.06683663849864235,Medium,4400,132.33654422731186
23,60000,6.0,7000,12.99,0.12,4,0,0,0,0.06711555458078618,Medium,7000,211.41399692947644
27,73000,11.0,17000,7.88,0.23,6,0,0,0,0.047777239779769776,Low,17000,365.4958843152388
23,75000,0.0,9500,10.99,0.13,4,1,0,0,0.15999715741536383,High,9500,683.9878479506804
30,38000,0.0,12800,5.79,0.34,8,0,0,1,0.5577952472184866,High,12800,3212.900623978483
28,99996,6.0,10000,5.42,0.1,8,0,0,0,0.022654147742365547,Low,10000,101.94366484064496
28,47000,4.0,2800,6.99,0.06,7,0,0,0,0.03837569396292171,Low,2800,48.353374393281356
31,54996,6.0,5000,10.99,0.09,10,0,0,0,0.09083035496958473,Medium,5000,204.36829868156565
23,42500,1.0,6200,13.92,0.15,2,0,0,0,0.14652116226311104,Medium,6200,408.79404271407986
26,27600,0.0,4725,6.54,0.17,2,0,0,0,0.06764523945033653,Medium,4725,143.83069038127806
32,54000,7.0,1500,14.42,0.03,9,0,0,1,0.396350875016514,High,1500,267.53684063614696
26,78000,0.0,24250,17.56,0.31,3,1,1,1,0.8958115814406304,High,24250,9775.54388247088
27,36000,5.0,5000,10.99,0.14,10,0,0,0,0.11597876257582165,Medium,5000,260.95221579559876
37,25000,5.0,10000,16.29,0.4,11,0,1,1,0.8131721237565368,High,10000,3659.2745569044155
24,41000,2.0,25000,10.99,0.61,3,0,1,1,0.7591547432053823,High,25000,8540.490861060553
35,88020,6.0,6000,15.37,0.07,8,1,0,0,0.3744952914296062,High,6000,1011.1372868599368
23,85000,3.0,20000,10.99,0.24,4,1,0,0,0.14887548097986206,Medium,20000,1339.8793288187585
25,17400,0.0,3000,11.83,0.17,4,0,0,1,0.9069216009382198,High,3000,1224.3441612665968
35,67600,7.0,16000,11.58,0.24,5,0,0,0,0.08020728948065908,Medium,16000,577.4924842607454
32,140000,14.0,12000,10.99,0.09,8,0,0,0,0.04357064454176025,Low,12000,235.28148052550534
22,108000,1.0,24150,14.96,0.22,3,1,0,1,0.4939350143916437,High,24150,5367.838768901188
23,42500,7.0,7500,8.49,0.18,3,0,0,0,0.05984873733033237,Medium,7500,201.98948848987175
33,26000,1.0,15000,9.76,0.58,6,0,0,1,0.6938586330607821,High,15000,4683.545773160279
22,26000,2.0,7100,7.49,0.27,2,0,0,0,0.08749335206112985,Medium,7100,279.5412598353099
31,57000,10.0,8000,9.88,0.14,9,0,0,0,0.0691538559980812,Medium,8000,248.95388159309232
25,118000,8.0,15000,7.88,0.13,4,0,0,0,0.036630461895493384,Low,15000,247.25561779458036
23,65000,0.0,8500,15.23,0.13,3,1,0,0,0.5461213837865108,High,8500,2088.914292983404
24,55200,0.0,6000,14.42,0.11,2,1,0,1,0.5529955170142369,High,6000,1493.0878959384397
30,113000,4.0,30000,15.62,0.27,8,1,0,1,0.3910827971940602,High,30000,5279.617762119813
45,88000,12.0,15000,14.83,0.17,12,1,0,0,0.391426301477941,High,15000,2642.1275349761017
40,133000,2.0,35000,14.54,0.26,17,1,0,1,0.5571374805619113,High,35000,8774.915318850102
31,28800,1.0,5000,9.25,0.17,7,0,0,0,0.09083417253231452,Medium,5000,204.37688819770767
24,36000,5.0,8000,10.65,0.22,2,0,0,0,0.10236532943861097,Medium,8000,368.5151859789995
35,20000,4.0,6000,15.99,0.3,5,0,0,0,0.5382256346597722,High,6000,1453.209213581385
26,125000,3.0,24000,15.28,0.19,4,1,0,0,0.3118406319385236,High,24000,3367.8788249360555
28,58800,11.0,5500,6.76,0.09,9,0,0,0,0.06345631007024533,Medium,5500,157.0543674238572
31,101000,2.0,7500,13.22,0.07,5,1,0,0,0.07558284111306769,Medium,7500,255.09208875660346
28,46000,3.0,16750,14.96,0.36,6,0,1,0,0.8203807677556095,High,16750,6183.620036957906
23,45000,7.0,5000,6.76,0.11,3,0,0,0,0.035724891740384145,Low,5000,80.38100641586433
28,105000,8.0,12000,9.63,0.11,10,0,0,0,0.03175752308518975,Low,12000,171.49062466002462
26,63000,4.0,7000,14.84,0.11,2,0,0,0,0.3441600336507066,High,7000,1084.1041059997258
29,148716,4.0,24250,13.23,0.16,9,1,0,0,0.08973014187077634,Medium,24250,979.1801731648468
23,99000,7.0,20000,15.28,0.2,4,0,0,0,0.275281947465267,High,20000,2477.537527187403
33,55259,15.0,11200,17.49,0.2,5,0,0,0,0.5397612119197409,High,11200,2720.3965080754942
21,36000,1.0,4500,17.27,0.13,4,0,0,1,0.8022809910022591,High,4500,1624.6190067795746
31,371000,0.0,5875,7.74,0.02,9,0,0,0,0.022707137792114883,Low,5875,60.03199553790372
23,60000,2.0,8000,8.94,0.13,3,0,0,0,0.038454350199179886,Low,8000,138.4356607170476
22,108000,2.0,8000,15.27,0.07,2,1,0,0,0.38861485046040894,High,8000,1399.0134616574721
22,22000,6.0,7000,11.71,0.32,2,0,0,0,0.6552912501917297,High,7000,2064.167438103949
22,25000,4.0,5000,6.03,0.2,3,0,0,0,0.06753922232484708,Medium,5000,151.9632502309059
31,110000,5.0,5000,14.96,0.05,9,1,0,0,0.24777119066456316,High,5000,557.4851789952671
28,201000,4.0,12000,10.99,0.06,8,0,0,0,0.04357064454176025,Low,12000,235.28148052550534
22,72204,2.0,6700,13.47,0.09,4,1,0,0,0.11502989207827585,Medium,6700,346.8151246160017
30,168000,8.0,10000,8.94,0.06,5,0,0,1,0.02877506197275044,Low,10000,129.48777887737697
25,48000,3.0,2000,10.74,0.04,3,0,0,0,0.08363248074747558,Medium,2000,75.26923267272802
27,130000,11.0,12000,15.23,0.09,10,1,0,0,0.22220022659948926,High,12000,1199.881223637242
29,54000,1.0,10000,16.89,0.19,5,0,0,0,0.8294206060865873,High,10000,3732.3927273896425
24,80000,2.0,24000,10.25,0.3,2,0,0,0,0.055682803010880466,Medium,24000,601.374272517509
29,22500,1.0,6000,11.83,0.27,9,0,0,0,0.15518747692575993,High,6000,419.00618769955184
22,50000,6.0,7200,10.99,0.14,4,0,0,0,0.09108413088453038,Medium,7200,295.1125840658785
35,120000,4.0,12000,10.99,0.1,5,0,0,0,0.04328721775985113,Low,12000,233.75097590319612
27,47000,0.0,24000,17.14,0.51,5,0,1,1,0.9074550009695338,High,24000,9800.514010470966
27,138000,2.0,4000,11.71,0.03,10,0,0,1,0.044965965070152845,Low,4000,80.93873712627513
33,28800,5.0,4000,9.88,0.14,5,0,0,0,0.11955487469859331,Medium,4000,215.19877445746795
27,65000,2.0,10000,12.53,0.15,7,0,0,0,0.0745233333450183,Medium,10000,335.3550000525824
43,54000,0.0,9000,15.65,0.17,14,1,0,1,0.7397070482878131,High,9000,2995.813545565643
26,26004,5.0,6000,11.99,0.23,2,0,0,0,0.1477538054271291,Medium,6000,398.9352746532486
33,115000,2.0,14400,11.14,0.13,5,0,0,0,0.045758024122173495,Low,14400,296.51199631168424
26,30000,9.0,2000,11.49,0.07,3,0,0,0,0.16725833280159988,High,2000,150.53249952143992
31,76000,5.0,5000,12.41,0.07,9,1,0,1,0.12121144582493061,Medium,5000,272.7257531060939
26,67260,9.0,6500,7.14,0.1,2,0,0,0,0.03591824715624902,Low,6500,105.06087293202839
21,20000,2.0,9000,7.51,0.45,4,0,0,1,0.7051998632441073,High,9000,2856.0594461386345
24,100000,8.0,10750,6.99,0.11,4,0,0,0,0.02250358128635568,Low,10750,108.8610744727456
33,115000,1.0,16800,5.42,0.15,6,0,0,0,0.02222553724403747,Low,16800,168.02506156492328
26,90000,2.0,25000,11.09,0.28,4,0,0,0,0.06760864462136329,Medium,25000,760.5972519903371
35,36000,1.0,3000,5.42,0.08,5,0,0,0,0.045613147401236856,Low,3000,61.57774899166976
25,25000,3.0,10000,14.11,0.4,2,1,1,1,0.8092906240508803,High,10000,3641.807808228961
24,40000,1.0,3000,14.22,0.07,4,0,0,0,0.23629379148239416,High,3000,318.9966185012321
25,64000,10.0,5000,7.29,0.08,2,0,0,0,0.035991211877512766,Low,5000,80.98022672440374
22,38400,5.0,10000,13.99,0.26,4,0,0,0,0.24748340901386567,High,10000,1113.6753405623956
34,50725,1.0,5400,13.16,0.11,9,1,0,0,0.12329146553675664,Medium,5400,299.59826125431863
27,95800,1.0,2500,11.58,0.03,9,0,0,0,0.047737727758735,Low,2500,53.70494372857687
32,99996,16.0,7000,7.14,0.07,10,0,0,0,0.024911211974149187,Low,7000,78.47031771856994
40,58000,9.0,8000,18.79,0.14,12,1,0,0,0.46053760604307165,High,8000,1657.935381755058
23,23000,2.0,8875,8.9,0.39,2,0,0,1,0.6616293508782387,High,8875,2642.382220069966
36,100000,14.0,5000,7.66,0.05,11,0,0,0,0.02482959992933138,Low,5000,55.866599840995605
62,62050,29.0,25000,13.43,0.34,28,1,0,1,0.9102610021170354,High,25000,10240.43627381665
22,29000,6.0,4800,12.99,0.17,4,1,0,0,0.32994494040194133,High,4800,712.6810712681933
23,21600,2.0,6000,14.42,0.28,2,0,0,1,0.588336554015083,High,6000,1588.5086958407242
29,56500,3.0,7000,10.99,0.12,8,0,0,1,0.09628133599259954,Medium,7000,303.28620837668853
28,45000,0.0,4000,10.99,0.09,8,0,0,0,0.09323200344140785,Medium,4000,167.81760619453414
29,25000,3.0,5000,10.95,0.2,10,0,0,0,0.14458146968170366,Medium,5000,325.30830678383325
21,36000,3.0,5000,12.99,0.14,4,0,0,0,0.13929457712645588,Medium,5000,313.41279853452573
23,45600,3.0,12000,14.65,0.26,2,1,0,0,0.3613571401887121,High,12000,1951.3285570190455
21,85000,5.0,3200,10.25,0.04,4,0,0,0,0.0427738129338273,Low,3200,61.59429062471131
24,100000,1.0,6600,9.91,0.07,2,0,0,0,0.03256734724118744,Low,6600,96.72502130632671
27,72000,1.0,10000,10.99,0.14,9,0,0,0,0.07470011931980551,Medium,10000,336.15053693912483
25,54300,4.0,8000,6.92,0.15,4,0,0,0,0.04409728718234532,Low,8000,158.75023385644315
22,33600,4.0,12000,13.06,0.36,4,1,0,0,0.7998852048909698,High,12000,4319.380106411237
29,67422,13.0,12800,11.49,0.19,8,0,0,0,0.07467981206051091,Medium,12800,430.1557174685429
37,65000,2.0,10000,5.42,0.15,14,0,0,0,0.027360821293124594,Low,10000,123.12369581906067
22,128000,6.0,21600,6.91,0.17,4,0,0,0,0.021987634241210075,Low,21600,213.71980482456192
28,120000,0.0,20000,10.99,0.17,5,0,0,0,0.0497660912286513,Low,20000,447.8948210578617
24,37000,5.0,9000,7.14,0.24,2,0,0,0,0.05031988310076114,Medium,9000,203.79552655808263
24,23500,2.0,7000,10.38,0.3,3,0,0,0,0.14890773706576518,Medium,7000,469.0593717571603
28,24000,12.0,5000,9.32,0.21,10,0,0,0,0.10025171813987928,Medium,5000,225.56636581472839
27,120000,4.0,25000,16.07,0.21,10,1,0,0,0.35492996085972794,High,25000,3992.9620596719396
30,23000,1.0,950,10.99,0.04,6,0,0,0,0.14065112638946922,Medium,950,60.1283565314981
24,75000,6.0,15000,11.71,0.2,4,0,0,0,0.07380159028434245,Medium,15000,498.1607344193116
23,80000,4.0,25000,10.25,0.31,4,0,0,0,0.41879420072458207,High,25000,4711.4347581515485
25,31200,2.0,7000,7.88,0.22,2,0,0,0,0.09269568040481714,Medium,7000,291.991393275174
25,30000,4.0,10000,14.61,0.33,2,1,1,0,0.8316350750979002,High,10000,3742.3578379405517
29,42000,0.0,15000,14.25,0.36,9,0,1,1,0.8143414753971969,High,15000,5496.804958931079
28,60000,4.0,10000,6.54,0.17,9,0,0,0,0.02510674110636909,Low,10000,112.9803349786609
28,58650,13.0,20000,10.59,0.29,8,0,0,1,0.2783737762150967,High,20000,2505.36398593587
26,50000,7.0,12000,8.49,0.24,4,0,0,0,0.05147151553320966,Medium,12000,277.9461838793322
34,65000,3.0,15000,10.99,0.23,6,1,0,0,0.17058462718797124,High,15000,1151.446233518806
25,48000,2.0,5000,10.99,0.1,4,0,0,0,0.10093070302984626,Medium,5000,227.0940818171541
21,36662,4.0,18000,10.25,0.49,4,0,0,0,0.6818672827221229,High,18000,5523.124990049197
25,110000,4.0,7000,9.88,0.06,2,0,0,0,0.03256734724118744,Low,7000,102.58714380974044
24,79050,2.0,2100,9.91,0.02,4,0,0,1,0.06537129332404897,Medium,2100,61.77587219122628
28,131040,0.0,10000,13.35,0.08,10,1,0,0,0.0724407596446714,Medium,10000,325.9834184010213
30,46000,10.0,11200,14.27,0.24,10,1,0,0,0.2705993722160277,High,11200,1363.8208359687796
23,95000,7.0,35000,7.9,0.37,4,0,0,0,0.22044454469621313,High,35000,3472.0015789653567
40,148350,11.0,5000,6.03,0.03,16,0,0,0,0.022275831465448308,Low,5000,50.120620797258695
24,108000,1.0,25000,13.99,0.23,2,1,0,1,0.1579900714903313,High,25000,1777.3883042662274
22,56650,2.0,6500,10.65,0.11,2,0,0,0,0.08226734377678195,Medium,6500,240.6319805470872
33,77000,7.0,13000,10.99,0.17,7,0,0,0,0.0682724155557913,Medium,13000,399.39363100137916
33,120000,1.0,9150,13.99,0.08,5,0,0,0,0.09705874587553022,Medium,9150,399.63938614249565
29,92004,12.0,10000,9.63,0.11,6,0,0,0,0.033817655854797755,Low,10000,152.1794513465899
29,59000,3.0,6000,10.37,0.1,7,0,0,0,0.1270663574795975,Medium,6000,343.07916519491323
22,65000,0.0,7200,8.9,0.11,2,0,0,0,0.049384083621060296,Low,7200,160.00443093223538
24,77300,4.0,3350,10.99,0.04,3,0,0,0,0.07262367462098611,Medium,3350,109.48018949113657
28,36000,2.0,7500,10.39,0.21,9,0,0,1,0.09279894408908933,Medium,7500,313.19643630067645
21,25000,6.0,6925,11.71,0.28,3,0,0,0,0.15471725877243275,High,6925,482.1376576495936
26,78948,3.0,17500,11.83,0.22,2,0,0,0,0.09196148498079654,Medium,17500,724.1966942237727
24,85000,0.0,15000,13.11,0.18,3,0,0,0,0.07300510840053678,Medium,15000,492.7844817036233
22,35000,1.0,2400,10.99,0.07,4,1,0,0,0.17943741940702043,High,2400,193.79241295958207
26,157200,1.0,20000,12.18,0.13,3,0,0,0,0.04939438449168705,Low,20000,444.54946042518344
23,74000,7.0,2100,10.99,0.03,4,0,0,1,0.09377530677902311,Medium,2100,88.61766490617684
26,40000,4.0,15000,10.99,0.38,3,0,0,1,0.6005210405751485,High,15000,4053.517023882253
32,30000,1.0,11450,9.99,0.38,6,0,0,1,0.7568448815546044,High,11450,3899.6432522100995
38,72900,3.0,15000,12.68,0.21,12,0,0,0,0.08790442149651657,Medium,15000,593.354845101487
28,74600,12.0,9500,10.78,0.13,9,0,0,0,0.09014712191748564,Medium,9500,385.3789461972511
22,58000,6.0,3000,11.83,0.05,2,0,0,0,0.10024401459447245,Medium,3000,135.32941970253782
25,54996,3.0,12000,10.37,0.22,2,0,0,0,0.06763647734498598,Medium,12000,365.2369776629243
24,108000,3.0,9050,5.42,0.08,2,0,0,0,0.02250358128635568,Low,9050,91.64583478868352
30,38000,2.0,6500,7.14,0.17,9,0,0,0,0.04352612405483183,Low,6500,127.31391286038311
21,22200,2.0,2500,16.29,0.11,2,1,0,1,0.754692505904228,High,2500,849.0290691422565
29,91200,13.0,2000,11.49,0.02,8,0,0,0,0.04947874213905123,Low,2000,44.530867925146104
24,72800,0.0,2300,10.62,0.03,4,0,0,0,0.058758339584207814,Medium,2300,60.81488146965509
27,290000,0.0,7875,9.99,0.03,6,0,0,0,0.03166591196727835,Low,7875,112.21607553404266
28,68000,12.0,3250,13.23,0.05,7,0,0,0,0.09724023115061106,Medium,3250,142.21383805776867
25,55000,9.0,9000,10.99,0.16,4,0,0,0,0.08892457992140218,Medium,9000,360.1445486816788
26,40000,10.0,12000,13.49,0.3,2,0,0,0,0.11806854752027159,Medium,12000,637.5701566094665
24,55000,3.0,14500,6.62,0.26,2,0,0,0,0.048197432331881424,Low,14500,314.4882459655263
25,50000,6.0,4000,6.92,0.08,4,0,0,0,0.03589505578083518,Low,4000,64.61110040550334
23,25000,3.0,10000,11.83,0.4,3,0,0,1,0.7596619426840353,High,10000,3418.478742078159
23,74000,7.0,24000,10.99,0.32,2,0,0,1,0.571234197855183,High,24000,6169.329336835976
21,125000,0.0,10000,7.51,0.08,2,0,0,0,0.023097580432507744,Low,10000,103.93911194628485
24,120000,1.0,24000,12.69,0.2,4,0,0,0,0.064262972738909,Medium,24000,694.0401055802173
26,96000,4.0,1500,10.99,0.02,2,1,0,0,0.11593303713377553,Medium,1500,78.2548000652985
32,57223,0.0,15000,11.83,0.26,5,0,0,1,0.11393266261365924,Medium,15000,769.0454726421998
42,98603,19.0,24250,14.22,0.21,14,0,0,1,0.25053740319978557,High,24250,2733.98941241766
25,62000,0.0,7400,6.99,0.12,2,0,0,0,0.0320330009822615,Low,7400,106.6698932709308
22,25000,1.0,11100,9.63,0.44,3,0,0,0,0.6819316917496888,High,11100,3406.2488002896957
31,20400,0.0,11000,11.03,0.54,10,1,0,0,0.7982541516259922,High,11000,3951.358050548661
39,44000,11.0,1800,14.91,0.04,17,0,0,1,0.4160883822483236,High,1800,337.03158962114213
36,48686,21.0,12000,13.99,0.25,13,0,0,0,0.21130143270984825,High,12000,1141.0277366331804
